321
2
3
0.19,0.28,2
0.25,0.40,2
0.25,0.46,2
0.12,0.43,2
0.11,0.37,2
0.10,0.30,2
0.09,0.15,2
0.10,0.08,2
0.13,0.07,2
0.17,0.07,2
0.21,0.10,2
0.22,0.14,2
0.17,0.21,2
0.17,0.20,2
0.15,0.17,2
0.14,0.16,2
0.08,0.22,2
0.07,0.25,2
0.09,0.25,2
0.21,0.33,2
0.23,0.40,2
0.29,0.34,2
0.27,0.27,2
0.24,0.18,2
0.26,0.20,2
0.32,0.29,2
0.35,0.31,2
0.42,0.37,2
0.43,0.39,2
0.44,0.42,2
0.45,0.43,2
0.43,0.46,2
0.40,0.48,2
0.38,0.50,2
0.35,0.54,2
0.33,0.57,2
0.30,0.61,2
0.27,0.67,2
0.26,0.70,2
0.26,0.72,2
0.24,0.80,2
0.22,0.84,2
0.13,0.86,2
0.11,0.86,2
0.11,0.85,2
0.04,0.77,2
0.03,0.73,2
0.02,0.60,2
0.02,0.57,2
0.05,0.50,2
0.07,0.52,2
0.10,0.64,2
0.09,0.67,2
0.11,0.70,2
0.14,0.70,2
0.16,0.68,2
0.17,0.66,2
0.17,0.60,2
0.17,0.55,2
0.16,0.52,2
0.16,0.45,2
0.16,0.40,2
0.16,0.37,2
0.16,0.33,2
0.16,0.32,2
0.05,0.10,2
0.27,0.15,2
0.27,0.03,2
0.26,0.03,2
0.30,0.20,2
0.33,0.25,2
0.38,0.27,2
0.40,0.30,2
0.44,0.32,2
0.44,0.38,2
0.47,0.46,2
0.37,0.51,2
0.36,0.57,2
0.34,0.64,2
0.32,0.67,2
0.27,0.74,2
0.83,0.37,1
0.77,0.46,1
0.76,0.54,1
0.68,0.65,1
0.67,0.57,1
0.63,0.50,1
0.51,0.55,1
0.53,0.62,1
0.59,0.80,1
0.65,0.86,1
0.76,0.85,1
0.76,0.71,1
0.79,0.67,1
0.53,0.71,1
0.45,0.77,1
0.41,0.88,1
0.33,0.89,1
0.33,0.77,1
0.37,0.70,1
0.39,0.62,1
0.40,0.55,1
0.43,0.50,1
0.43,0.61,1
0.43,0.73,1
0.48,0.69,1
0.56,0.68,1
0.64,0.73,1
0.70,0.77,1
0.74,0.81,1
0.80,0.80,1
0.82,0.73,1
0.83,0.65,1
0.83,0.60,1
0.84,0.55,1
0.85,0.47,1
0.87,0.40,1
0.89,0.36,1
0.89,0.31,1
0.86,0.18,1
0.83,0.12,1
0.90,0.02,1
0.91,0.02,1
0.93,0.06,1
0.91,0.11,1
0.89,0.13,1
0.82,0.07,1
0.78,0.07,1
0.72,0.07,1
0.72,0.07,1
0.74,0.12,1
0.75,0.16,1
0.79,0.20,1
0.83,0.20,1
0.91,0.21,1
0.90,0.14,1
0.86,0.09,1
0.84,0.05,1
0.78,0.05,1
0.77,0.07,1
0.74,0.07,1
0.65,0.06,1
0.61,0.07,1
0.72,0.04,1
0.91,0.28,1
0.95,0.23,1
0.93,0.40,1
0.91,0.45,1
0.91,0.58,1
0.89,0.69,1
0.87,0.83,1
0.92,0.57,1
0.89,0.52,1
0.92,0.64,1
0.90,0.62,1
0.90,0.63,1
0.90,0.67,1
0.91,0.77,1
0.84,0.76,1
0.82,0.68,1
0.83,0.69,1
0.86,0.78,1
0.83,0.86,1
